Timestamp,uv_1,uv_2,uv_3,cond,conc_b,ph,system_flow,system_pressure,sample_flow,sample_pressure,prec_pressure,deltac_pressure,postc_pressure
2025-06-30 19:13:29,0.31351513,0.0,,94.88773,,,0.0,0.107990846,,,,,
2025-06-30 19:13:30,1.175635086,0.009185941,0.0,94.885525,0.0,0.0,0.0,0.1082731405,0.0,0.03304308,-0.0032213836,-0.04115033,0.03792895
2025-06-30 19:13:31,2.7438945400000003,0.0243581472,0.0,94.8819612,0.0,0.0,0.0,0.10936669880000001,0.0,0.033335444,-0.002341874,-0.040776324,0.03843446
2025-06-30 19:13:32,3.8683487,0.015180957249999998,0.0,94.87937400000001,0.0,0.0,0.0,0.1076392719,0.0,0.033371456,-0.0012242193,-0.04021661,0.038992394
2025-06-30 19:13:33,3.9371453,0.002887756,0.0,94.882832,0.0,12.127311,0.0,0.0957115536,0.0,0.033520382,-0.00035840162,-0.036752015,0.0363936
2025-06-30 19:13:34,3.9997594800000003,0.0,0.0,94.87012039999999,0.0,11.98856,0.0,0.3694862756,0.0,0.03343633,-0.013544418,-0.03299206,0.019447649
2025-06-30 19:13:35,168.2592171,0.0,0.0,94.54117699999999,0.0,11.952494,9.976853,1.1273186259999999,0.0,0.033430364,0.15054333,0.11050509,0.04003825
2025-06-30 19:13:36,423.183099,0.0,0.0,93.9139328,0.0,11.959099,16.000032,1.69936082,0.0,0.033381887,0.7946802,0.6694364,0.12524386
2025-06-30 19:13:37,408.42436899999996,0.000505444149,0.0,94.1499284,0.0,11.966128,16.000032,1.8697944,0.0,0.03361004,1.394888,1.2305636,0.16432415
2025-06-30 19:13:38,140.39972989999998,0.11160103989999999,0.0,94.2470656,0.0,11.97862,16.000032,1.9041951799999999,0.0,0.033665705,1.6026527,1.418269,0.1843834
2025-06-30 19:13:39,18.7795141,1.222662637,0.0,94.37969799999999,0.0,11.992292,16.000032,1.9043066400000002,0.0,0.033841442,1.6490644,1.4600028,0.18906139
2025-06-30 19:13:40,13.56601075,2.0323871000000002,0.0,94.548342,0.0,12.007624,16.000032,1.8983460600000002,0.0,0.033928353,1.6535249,1.4641562,0.18936865
2025-06-30 19:13:41,9.507793,2.08591759,0.0,94.680713,0.0,12.02094,16.000032,1.8916587,0.0,0.03404041,1.6484742,1.4599326,0.18854211
2025-06-30 19:13:42,8.0838198,1.85474641,0.0,94.7731602,0.0,12.030617,16.000032,1.8844070800000001,0.0,0.034187134,1.6425422,1.4548392,0.18770348
2025-06-30 19:13:43,7.16352352,1.81001234,0.0,94.7362962,0.0,12.037907,16.000032,1.8768047500000002,0.0,0.03416267,1.6371123,1.4498469,0.18726517
2025-06-30 19:13:44,6.15176505,1.85419522,0.0,93.686332,0.0,12.046155,16.000032,1.87005084,0.0,0.03415171,1.6309118,1.4437139,0.18719788
2025-06-30 19:13:45,5.11856361,1.91130412,0.0,89.3096392,0.0,12.0618,16.000032,1.86381709,0.0,0.034249514,1.6250718,1.4376512,0.18742052
2025-06-30 19:13:46,4.2850651200000005,1.9355114900000001,0.0,80.0259732,0.0,12.088631,16.000032,1.85930028,0.0,0.034338817,1.6195748,1.4328464,0.18672834
2025-06-30 19:13:47,3.71672604,1.92572884,0.0,67.24181139999999,0.0,12.123681,16.000032,1.85585558,0.0,0.03426009,1.6161851,1.4303015,0.18588354
2025-06-30 19:13:48,3.3807632400000003,1.90771308,0.0,54.163785600000004,0.0,12.155987,16.000032,1.85090194,0.0,0.034273613,1.6148071,1.4303812,0.18442588
2025-06-30 19:13:49,3.2000432699999997,1.90871889,0.0,43.2866718,0.0,12.17246,16.000032,1.8449666900000001,0.0,0.034132868,1.6139566,1.4307125,0.18324421
2025-06-30 19:13:50,3.12024288,1.9262851,0.0,35.405926799999996,0.0,12.164182,16.000032,1.8378023200000002,0.0,0.034081884,1.6112047,1.4288312,0.18237312
2025-06-30 19:13:51,3.0713997500000003,1.9561667799999998,0.0,30.1317516,0.0,12.129652,16.000032,1.82630393,0.0,0.034039136,1.6051464,1.423632,0.18151361
2025-06-30 19:13:52,2.98514676,1.99799225,0.0,26.7261546,0.0,12.073317,16.000032,1.8081749299999998,0.0,0.03388907,1.5946769,1.413274,0.18140271
2025-06-30 19:13:53,2.82865395,2.05561327,0.0,24.4750006,0.0,12.006044,16.000032,1.7815895000000002,0.0,0.03389496,1.5777892,1.3960825,0.18170682
2025-06-30 19:13:54,2.63013861,2.11169518,0.0,22.9302828,0.0,11.934935,16.000032,1.74850811,0.0,0.033992734,1.552125,1.3695761,0.1825495
2025-06-30 19:13:55,2.4155027700000002,2.14947782,0.0,21.8335702,0.0,11.863266,16.000032,1.71031193,0.0,0.03372581,1.5199867,1.3371912,0.18279542
2025-06-30 19:13:56,2.2161280999999997,2.1637485,0.0,21.026693,0.0,11.7943945,16.000032,1.67097454,0.0,0.033706106,1.4827682,1.299744,0.18302421
2025-06-30 19:13:57,2.03594366,2.16492144,0.0,20.399357799999997,0.0,11.729968,16.000032,1.63054749,0.0,0.033869784,1.4437202,1.2598944,0.18382543
2025-06-30 19:13:58,1.8919723099999999,2.15386586,0.0,19.8824372,0.0,11.66935,16.000032,1.58980711,0.0,0.033665292,1.4038976,1.220197,0.18370028
2025-06-30 19:13:59,1.78658007,2.1431269100000003,0.0,19.450145799999998,0.0,11.609736,16.000032,1.54599022,0.0,0.033904705,1.3630358,1.1790503,0.18398567
2025-06-30 19:14:00,1.7175976800000001,2.12932861,0.0,19.0736754,0.0,11.55141,16.000032,1.50128383,0.0,0.03382239,1.3195249,1.1349428,0.18458217
2025-06-30 19:14:01,1.6754621,2.10715789,0.0,18.7353408,0.0,11.492635,16.000032,1.45806882,0.0,0.033763777,1.2748123,1.0900363,0.18477607
2025-06-30 19:14:02,1.65721784,2.07732179,0.0,18.436543,0.0,11.431942,16.000032,1.4190924900000002,0.0,0.033647202,1.2310251,1.0462565,0.1847688
2025-06-30 19:14:03,1.64983294,2.04862499,0.0,18.180117000000003,0.0,11.369583,16.000032,1.3846904800000002,0.0,0.03383902,1.1917311,1.0073087,0.18442205
2025-06-30 19:14:04,1.63743576,2.03530736,0.0,17.936879400000002,0.0,11.304832,16.000032,1.35527863,0.0,0.033927426,1.1570262,0.9725348,0.18449153
2025-06-30 19:14:05,1.61426539,2.03079689,0.0,17.6968952,0.0,11.233771,16.000032,1.32989319,0.0,0.033795476,1.1267389,0.9426903,0.1840487
2025-06-30 19:14:06,1.58393251,2.02438373,0.0,17.469519,0.0,11.151143,16.000032,1.30728544,0.0,0.033996806,1.100925,0.9169271,0.18399787
2025-06-30 19:14:07,1.5507320500000001,2.00275559,0.0,17.2764986,0.0,11.0547905,16.000032,1.28733795,0.0,0.033722762,1.0784338,0.89455456,0.18387912
2025-06-30 19:14:08,1.51403364,1.97064998,0.0,17.1290876,0.0,10.946719,16.000032,1.27059092,0.0,0.033818677,1.0579056,0.874088,0.18381749
2025-06-30 19:14:09,1.45784369,1.9522528600000002,0.0,17.0168128,0.0,10.8291855,16.000032,1.25566814,0.0,0.033778146,1.0404333,0.85702246,0.18341096
2025-06-30 19:14:10,1.3976106700000002,1.9378377700000002,0.0,16.928841600000002,0.0,10.704074,16.000032,1.24383891,0.0,0.033874445,1.0254619,0.84232277,0.18313919
2025-06-30 19:14:11,1.34453603,1.9094489,0.0,16.8571546,0.0,10.566372,16.000032,1.2342383099999998,0.0,0.03396628,1.0129893,0.8300884,0.1829008
2025-06-30 19:14:12,1.3185195,1.83500804,0.0,16.799357,0.0,10.400123,16.000032,1.2265664,0.0,0.03402341,1.0033088,0.82081074,0.18249786
2025-06-30 19:14:13,1.31647884,1.71397534,0.0,16.7569332,0.0,10.196238,16.000032,1.21996486,0.0,0.03386314,0.99523115,0.81305915,0.18217199
2025-06-30 19:14:14,1.29208017,1.60167675,0.0,16.7304134,0.0,9.928239,16.000032,1.21494603,0.0,0.033753943,0.98849016,0.80615866,0.18233155
2025-06-30 19:14:15,1.20702856,1.55070574,0.0,16.7130334,0.0,9.587688,16.000032,1.21105132,0.0,0.034053754,0.98340076,0.8013053,0.18209542
2025-06-30 19:14:16,1.09220293,1.5472630600000001,0.0,16.701985200000003,0.0,9.181754,16.000032,1.20821142,0.0,0.0339921,0.97934526,0.79719913,0.18214639
2025-06-30 19:14:17,0.9755551880000001,1.54018196,0.0,16.6956138,0.0,8.74796,16.000032,1.20588571,0.0,0.033796955,0.9763164,0.7944063,0.18191017
2025-06-30 19:14:18,0.865445137,1.41477458,0.0,16.6905832,0.0,8.34813,16.000032,1.2046491,0.0,0.03367172,0.9738899,0.7924811,0.18140873
2025-06-30 19:14:19,0.764605627,1.27956764,0.0,16.6862128,0.0,8.01822,16.000032,1.20279687,0.0,0.033648293,0.97192836,0.7908585,0.18106996
2025-06-30 19:14:20,0.666750741,1.15728483,0.0,16.6821334,0.0,7.7742677,16.000032,1.2023106000000001,0.0,0.03357106,0.9710747,0.78992635,0.18114848
2025-06-30 19:14:21,0.580234747,1.04613432,0.0,16.6774116,0.0,7.603848,16.000032,1.20151916,0.0,0.033911254,0.9703025,0.78918713,0.18111528
2025-06-30 19:14:22,0.507164519,0.947303804,0.0,16.6725842,0.0,7.482034,16.000032,1.201789,0.0,0.03389497,0.9694094,0.78798795,0.18142116
2025-06-30 19:14:23,0.45318226800000005,0.8624440769999999,0.0,16.666908799999998,0.0,7.3922877,16.000032,1.20191787,0.0,0.03394995,0.9694916,0.7878802,0.1816113
2025-06-30 19:14:24,0.39917375,0.790055562,0.0,16.662043,0.0,7.3271475,16.000032,1.20202312,0.0,0.033919837,0.96936566,0.7877792,0.1815865
2025-06-30 19:14:25,0.34989341500000004,0.7257173769999999,0.0,16.6584452,0.0,7.278241,16.000032,1.2018704100000002,0.0,0.0337932,0.9693934,0.78830063,0.18109247
2025-06-30 19:14:26,0.311370683,0.671546304,0.0,16.656364200000002,0.0,7.241877,16.000032,1.2023275999999998,0.0,0.03386513,0.9693851,0.788081,0.18130419
2025-06-30 19:14:27,0.282702633,0.6241598610000001,0.0,16.6546646,0.0,7.210775,16.000032,1.2029081099999999,0.0,0.033896063,0.9699696,0.7889622,0.18100737
2025-06-30 19:14:28,0.257853399,0.587428976,0.0,16.653987,0.0,7.184957,16.000032,1.20348148,0.0,0.034012266,0.96972436,0.7887306,0.1809937
2025-06-30 19:14:29,0.234460387,0.557770345,0.0,16.654798,0.0,7.1647716,16.000032,1.20388854,0.0,0.03398533,0.970539,0.7893121,0.18122672
2025-06-30 19:14:30,0.207739473,0.536778104,0.0,16.6571792,0.0,7.148909,16.000032,1.20473818,0.0,0.034101367,0.97099745,0.7903162,0.18068115
2025-06-30 19:14:31,0.187939943,0.516668088,0.0,16.6585388,0.0,7.1358204,16.000032,1.20485279,0.0,0.03418309,0.9719401,0.7911705,0.18076965
2025-06-30 19:14:32,0.180936885,0.499361956,0.0,16.6576132,0.0,7.124855,16.000032,1.20550969,0.0,0.03395203,0.97241735,0.7915283,0.18088901
2025-06-30 19:14:33,0.174739326,0.478113483,0.0,16.655791599999997,0.0,7.1166153,16.000032,1.20596719,0.0,0.03406608,0.9728847,0.79186535,0.18101904
2025-06-30 19:14:34,0.170153249,0.460067892,0.0,16.656212,0.0,7.10934,16.000032,1.20698747,0.0,0.034349658,0.9733762,0.7930978,0.18027863
2025-06-30 19:14:35,0.157416164,0.445954944,0.0,16.65785,0.0,7.103081,16.000032,1.2076827099999998,0.0,0.03419459,0.9742935,0.79426605,0.18002738
2025-06-30 19:14:36,0.145550884,0.436442949,0.0,16.660234199999998,0.0,7.0978074,16.000032,1.2085709,0.0,0.034278724,0.9745307,0.7943406,0.18018994
2025-06-30 19:14:37,0.134870708,0.42352433300000003,0.0,16.6610948,0.0,7.0934014,16.000032,1.2089224399999998,0.0,0.034116462,0.9755676,0.795672,0.17989577
2025-06-30 19:14:38,0.132442534,0.408645974,0.0,16.6610646,0.0,7.0894866,16.000032,1.20947653,0.0,0.034184374,0.9764307,0.7964123,0.18001825
2025-06-30 19:14:39,0.131218172,0.39803620300000003,0.0,16.661027400000002,0.0,7.0857453,16.000032,1.2103343500000001,0.0,0.03441598,0.97693473,0.7965702,0.18036462
2025-06-30 19:14:40,0.130554904,0.389052416,0.0,16.661264,0.0,7.0817766,16.000032,1.2114060800000002,0.0,0.03441493,0.97755635,0.7975505,0.1800059
2025-06-30 19:14:41,0.123705841,0.381062222,0.0,16.661896000000002,0.0,7.0789165,16.000032,1.21227745,0.0,0.034213305,0.978703,0.7987809,0.17992198
2025-06-30 19:14:42,0.1153161286,0.370838023,0.0,16.6623442,0.0,7.07704,16.000032,1.21323982,0.0,0.034394,0.9792674,0.7993629,0.17990418
2025-06-30 19:14:43,0.1074145926,0.366793133,0.0,16.6614936,0.0,7.0754595,16.000032,1.2138269799999999,0.0,0.034537233,0.9802254,0.79984426,0.18038131
2025-06-30 19:14:44,0.097263824,0.35961865,0.0,16.6596336,0.0,7.0738482,16.000032,1.21468254,0.0,0.034432814,0.98118967,0.80067414,0.18051544
2025-06-30 19:14:45,0.0859967233,0.350768806,0.0,16.658168,0.0,7.0720353,16.000032,1.21552018,0.0,0.034366045,0.98220074,0.80155414,0.1806465
2025-06-30 19:14:46,0.0847588065,0.342315818,0.0,16.658087799999997,0.0,7.07042,16.000032,1.21589982,0.0,0.03472265,0.9827432,0.80217737,0.18056577
